text;news_link;outlet;topic;type;label_bias;label_opinion;biased_words
One of the most common canards against immigration is the idea that illegal immigrants drive down the wages for native workers.;https://www.alternet.org/2019/01/here-are-5-of-trumps-lies-from-his-oval-office-speech-about-his-ridiculous-border-wall-demands/;alternet;immigration;left;Non-biased;Entirely factual;[]
Now Modi has made international headlines for yet another similarity: He’s constructing a massive wall … but unlike Trump’s goal of keeping immigrants out, Modi’s wall was built to hide the country’s poverty from the gold-plated American president.;https://www.alternet.org/2020/02/india-builds-a-wall-to-hide-its-poor-people-days-before-trumps-visit/;alternet;international-politics-and-world-news;left;Biased;No agreement;[]
The problem, Ocasio-Cortez complained, wasn’t that the cost of the college was prohibitively high but that the student was not offered any large discount in the form of scholarships.;https://thefederalist.com/2019/06/25/aoc-wants-taxpayers-pay-off-1-6-billion-student-loans-imagine-treating-debts-like/;federalist;student-debt;right;Non-biased;Entirely factual;[]
Despite an estimate showing that China — the world's biggest polluter — emitted 25 percent less carbon than in the same four-week period the previous year, Shuo remains skeptical about any lasting changes.;https://www.nbcnews.com/science/environment/coronavirus-lockdowns-have-sent-pollution-plummeting-environmentalists-worry-about-what-n1178326;msnbc;coronavirus;left;Non-biased;No agreement;['polluter']
In the dominant political fight in D.C., Donald Trump wants a giant wall along the U.S./Mexico border.;http://www.msnbc.com/rachel-maddow-show/what-trump-prepared-offer-exchange-border-wall;msnbc;immigration;left;Non-biased;Entirely factual;[]
A 60-foot chunk of the Ocean Cleanup device, deployed with much fanfare in the Great Pacific Garbage Patch in October, has broken off and the entire plastic collection system will now be towed back to port for an overhaul and upgrade.;https://eu.usatoday.com/story/news/2019/01/02/ocean-cleanup-device-great-pacific-garbage-patch-breaks/2465082002/;usa-today;environment;center;No agreement;Entirely factual;[]
But Omar used Ivanka’s pro-family posts as a way to make a political point about her father’s policies regarding the families separation at U.S.-Mexico border.;https://www.breitbart.com/europe/2020/03/05/hungary-vows-it-will-protect-europe-illegal-mass-migration-again/;breitbart;immigration;right;Non-biased;Entirely factual;[]
Harris is also pushing legislation that would dramatically expand the legal and financial incentives for hundreds of thousands of Indian low-wage college graduates to take U.S.-based jobs from U.S. college graduates.;https://www.breitbart.com/immigration/2019/04/03/kamala-harris-congress-should-hire-daca-illegal/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;immigration;right;Biased;No agreement;['dramatically']
"Sanders' team feels he has been unfairly and inaccurately accused of sexism while Warren's allies took special offense to Sanders' campaign manager going on TV to say her recollection of events was a ""lie.""";https://www.nbcnews.com/politics/2020-election/warren-sanders-de-escalate-campaign-feud-over-contested-remark-n1115881?cid=public-rss_20200115;msnbc;gender;left;Non-biased;Entirely factual;[]
Pence was the source of inspiration to pro-life activists for a second time Friday as he had addressed the March for Life rally earlier in the day when he made a surprise visit to speak to thousands of pro-life marchers participating in the annual event.;https://www.breitbart.com/politics/2019/01/18/vp-mike-pence-pro-life-trump-administration-is-all-about-results/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;abortion;right;Non-biased;Entirely factual;[]
White supremacist violent extremists can generally be characterized by hatred for immigrants and ethnic minorities, often combining these prejudices with virulent anti-Semitism or anti-Muslim views, the DHS report states.;https://www.nbcnews.com/news/latino/after-stephen-miller-s-white-nationalist-views-outed-latinos-ask-n1096071;msnbc;white-nationalism;left;Biased;Expresses writer’s opinion;['virulent']
"The suggestion that the use of the phrase ""ladies and gentlemen"" is a real threat to transgender individuals downplays their actual struggle for acceptance in modern America.";https://www.breitbart.com/tech/2019/02/16/colorado-state-saying-ladies-and-gentlemen-is-offensive-degrading/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;gender;right;Non-biased;Expresses writer’s opinion;[]
 While conservatives may find comfort in the old saw that those who aren’t liberal at 20 have no heart, and those who aren’t conservative at 40 have no brain, the truth, as Levin knows, is that those who are statists at 20 usually end up statists at 40. And he’s not content to allow time to take its uncertain political toll. ;https://www.breitbart.com/the-media/2015/07/31/mark-levins-plunder-and-deceit-takes-fight-to-millenial-generation/;breitbart;student-debt;right;Non-biased;Expresses writer’s opinion;[]
She said she came to her conservatism by studying history without the filter Democrats have put on racism in the United States.;https://www.breitbart.com/politics/2019/04/09/candace-owens-white-nationalism-hearing-biggest-scandal-democrats-keeping-minorities-perpetual-victims/;breitbart;white-nationalism;right;Non-biased;Entirely factual;[]
Sen. Elizabeth Warren is aggressively pushing a new wealth tax – which she’s dubbed the “UltraMillionaireTax” – ahead of this weekend’s formal presidential campaign launch, but keeps running into the same question from critics: Is it even constitutional?;https://www.foxnews.com/politics/elizabeth-warrens-wealth-tax-faces-constitutional-questions;fox-news;middle-class;right;Biased;Somewhat factual but also opinionated;['aggressively']
Russia’s central bank suspended gold purchases on the domestic market from April 1, without giving a reason. However, analysts have suggested it is focusing on foreign currency sales to support the rouble, which has fallen in line with lower oil prices as the virus spread.;https://www.reuters.com/article/health-coronavirus-russia-gold/russian-banks-ask-cbank-to-resume-gold-buying-as-coronavirus-hits-exports-idUSL8N2BU5AY;reuters;coronavirus;center;Non-biased;Entirely factual;[]
Dalelio, an anti-vaccine demostrator, was reportedly protesting a new state law that would stifle fraudulent medical exemptions for vaccinations.;https://www.breitbart.com/crime/2019/09/15/anti-vaxxer-arrested-throwing-menstrual-blood-california-senators/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;vaccines;right;No agreement;Entirely factual;[]
The plastics industry, recently on its back foot over ocean pollution fears, has worked to turn the tide on plastic bag bans.;https://www.nbcnews.com/science/environment/coronavirus-lockdowns-have-sent-pollution-plummeting-environmentalists-worry-about-what-n1178326?cid=public-rss_20200407;msnbc;environment;left;Non-biased;No agreement;[]
The New York Times recently published a fairly detailed fact-check of these Trump World arguments that democrats don’t mind executing babies after birth, and not surprisingly, the rhetoric is irresponsibly wrong.;http://www.msnbc.com/rachel-maddow-show/white-house-line-abortion-becomes-even-more-incendiary;msnbc;abortion;left;Biased;Somewhat factual but also opinionated;['Trump', 'World', 'arguments', 'irresponsibly', 'wrong']
Many are mocking the president’s astonishing lack of understanding about even the most basic concepts of vaccines and how drug tests on them are performed.;https://www.alternet.org/2020/03/trump-mocked-for-spouting-nonsense-about-coronavirus-and-vaccine-trials/;alternet;vaccines;left;Biased;Somewhat factual but also opinionated;['astonishing']
Nevertheless, Trump and other Republicans have tarred the protests as havens for terrorists intent on destroying property. ;https://www.huffpost.com/entry/trump-black-lives-matter_n_5eda7c30c5b629130d78201b;huffpost;trump-presidency;left;Biased;Somewhat factual but also opinionated;['tarred', 'haven']
With Democrats fuming over Trump's push for a border wall amid a still-unresolved funding standoff, those guest lists signal the president could face a tough crowd.;https://www.foxnews.com/politics/democrats-troll-trump-with-state-of-the-union-guests;federalist;gun-control;right;No agreement;No agreement;[]
The number of abortions performed in 2017-2018 was 11,373 more than the abortions performed the year before that, a trend that shows that while Planned Parenthood officials once said abortion should be “safe, legal, and rare,” today they omit the word “rare” in their mantra as they perform more abortions each year.;https://www.breitbart.com/politics/2020/01/06/planned-parenthood-annual-report-record-high-abortions-and-taxpayer-funding/;breitbart;abortion;right;No agreement;Somewhat factual but also opinionated;[]
Christians should make clear that the perpetuation of objectionable vaccines and the lack of alternatives is a kind of coercion.;https://thefederalist.com/2020/05/06/as-long-as-vaccines-are-tied-to-abortion-christians-need-exemptions/;federalist;vaccines;right;No agreement;Expresses writer’s opinion;[]
In a three-part breakdown of how Trump has failed this moment and the nation, (Ret.) Gen. Allen specifically called out this administration singling out antifa—a leaderless movement that is, by definition, anti-fascist—as a terrorist group while ignoring the white supremacists who have been proven to be inciting violence at some of these protests.;https://www.alternet.org/2020/06/retired-military-brass-sound-the-alarm-about-the-peril-trump-poses-to-democracy/;alternet;trump-presidency;left;Non-biased;No agreement;[]
