text;news_link;outlet;topic;type;label_bias;label_opinion;biased_words
As Breitbart News most recently reported, blue-collar Americans in landscaping, conservation work, the meatpacking industry, construction industry, and fishing jobs have had their wages dragged down by foreign workers imported through the H-2B visa program.;https://www.breitbart.com/politics/2019/01/11/gop-plan-for-daca-amnesty-increased-immigration-fails-amid-public-pressure/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;Breitbart;immigration;right;Biased;Somewhat factual but also opinionated;[]
As Breitbart News reported, Bloomberg and the left are embracing the transgender ideology despite scientific facts.;http://feedproxy.google.com/~r/breitbart/~3/8iDghdiqDOY/;Breitbart;marriage-equality;;Biased;Expresses writer’s opinion;['ideology']
As Congress begins debating the Equality Act, the Heritage Foundation warns that if the bill becomes law it will prove the death knell for women’s sports.;https://www.breitbart.com/sports/2019/05/16/duke-professor-the-equalityact-will-be-the-end-of-girls-and-womens-only-sports/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;Breitbart;sport;right;Biased;Somewhat factual but also opinionated;['death', 'knell']
As congressional Republicans unsuccessfully voted to defund the ACA more than 50 times he went on the warpath against an obscure portion of the law meant to safeguard participating insurance companies against crippling financial loss as a result of the new requirement to cover clients with pre-existing conditions.;https://www.alternet.org/2020/04/marco-rubios-final-humiliation-gops-seven-year-campaign-against-key-obama-policy-was-just-terminated-by-the-supreme-court/;Alternet;universal health care;left;Biased;Somewhat factual but also opinionated;['warpath', 'obscure', 'crippling']
As controversies about the “reopening” of America loom over our lives, nothing seems as intrinsically irrelevant — yet possibly as critically important — as how soon major spectator sports return.;https://www.alternet.org/2020/04/why-trump-is-so-eager-to-bring-back-professional-sports/;Alternet;sport;left;Biased;Expresses writer’s opinion;[]
As coronavirus outbreak continues, Trump fails to inspire confidence;https://www.msnbc.com/rachel-maddow-show/coronavirus-outbreak-continues-trump-fails-inspire-confidence-n1142456;MSNBC;vaccine;;Biased;Expresses writer’s opinion;['fails']
As dear leader Mitch McConnell (R-Ky.) is fond of saying, “winners make policy, losers go home.” And yet unfortunately, Republicans in the Senate refuse to take the phrase to heart. Which is a real shame. We are just under 280 days into the Trump presidency, yet beyond nominations, Congress has made almost no progress passing the agenda America elected them to enact.;https://thehill.com/opinion/white-house/357585-losers-gonna-flake-because-winners-make-policy-and-whiners-go-home;Breitbart;trump-presidency;right;Biased;Expresses writer’s opinion;['shame', 'dear']
As Donald Trump fights to keep his tax and business records from Manhattan prosecutors it’s time to alert Americans that tax returns used to be public. ;https://www.alternet.org/2020/09/how-income-tax-secrecy-benefits-trump-and-hurts-you/;Alternet;taxes;left;Non-biased;Expresses writer’s opinion;[]
As election results trickled in from New York showing he was leading 31-year veteran Democratic Representative Eliot Engel, Jamaal Bowman told supporters he was part of a movement to deconstruct a system that is “literally killing us.”;https://www.reuters.com/article/us-usa-election-diversity-analysis/amid-u-s-reckoning-on-race-black-candidates-harness-voters-fervor-for-change-idUSKBN23W1HC;Reuters;black lives matter;center;Non-biased;Entirely factual;[]
As for Joe Biden, he’s made some truly bizarre comments about guns over his long political career, driven more by a desire to appease both gun-control advocates and gun-owning Democrat constituencies than any coherent philosophy.;http://feedproxy.google.com/~r/breitbart/~3/MBTkPPu9uSo/;Breitbart;gun control;right;Biased;No agreement;['bizarre', 'truly']
As health officials around the globe work to stop the spread of the coronavirus, drug and diagnosis companies are working on ways to combat the virus that has killed 362 people in China, where it originated.;https://www.breitbart.com/politics/2020/02/03/report-vaccine-successful-treatment-for-coronavirus-still-many-months-away/;Breitbart;vaccine;;Non-biased;Entirely factual;[]
As if barren grocery store shelves and daily chaos amid the spread of coronavirus were not enough, would-be Southwest Florida vacation property renters have been refused refunds by Naples and Fort Myers Beach landlords, who are faced with their own set of financial distress.;https://eu.usatoday.com/story/travel/hotels/2020/03/21/coronavirus-concerns-disrupt-florida-vacation-rentals-renters-owners/2893731001/;USA Today;coronavirus;center;Non-biased;Somewhat factual but also opinionated;[]
As it has played out on the ground, these gatherings have become bellicose, and frequently armed, mobs protesting police officers at their homes, breaking into health-board meetings that were being held online, and breaking down the doors inside the Statehouse and attending committee meetings unmasked in order to intimidate state legislators.;https://www.alternet.org/2020/10/ammon-bundy-is-building-a-far-right-theocratic-army-under-the-guise-of-defending-rights/;Alternet;black lives matter;left;Biased;Somewhat factual but also opinionated;['bellicose', 'mobs']
As leading 2020 Dems advocate spending big on the Green New Deal, it turns out most Americans are worried about other issues.;https://www.foxnews.com/politics/despite-green-new-deal-push-climate-change-not-a-high-priority-for-people-in-2019;Fox News;environment;right;Non-biased;No agreement;[]
As mayor of New York for 12 contentious years, Bloomberg backed the wildly racist stop-and-frisk policy that empowered cops to target men of color for random searches, which Charles Blow of the New York Times said “amounted to a police occupation of minority neighborhoods” and did little to actually stop crime.;https://www.alternet.org/2020/02/if-democrats-nominate-mike-bloomberg-we-deserve-4-more-years-of-trump/;Alternet;black lives matter;left;Biased;Somewhat factual but also opinionated;['racist', 'wildly', 'stop-and-frisk']
As millions of Americans await the $1,200 cash payments authorized by the latest coronavirus stimulus package, experts and progressive advocates are condemning a move by the Trump administration which would force millions of seniors, veterans, and people with disabilities to jump through unnecessary hoops to receive money they are entitled to under law.;https://www.alternet.org/2020/04/trump-throws-up-outrageous-roadblock-for-seniors-and-people-with-disabilities-in-need-of-relief-funds/;Alternet;taxes;left;Non-biased;Entirely factual;['unnecessary']
As more and more South Koreans were released from treatment for COVID-19, authorities discovered a disturbing trend. Some ostensibly cured patients were later testing positive again.;https://www.reuters.com/article/us-health-coronavirus-southkorea-explain/explainer-south-korean-findings-suggest-reinfected-coronavirus-cases-are-false-positives-idUSKBN22J0HR?feedType=RSS&feedName=topNews;Reuters;coronavirus;center;Non-biased;Entirely factual;[]
As Obamacare demonstrated, leftists are willing to take the electoral hit for imposing an unpopular policy if they believe that policy will socially engineer a more compliant American public in the years to come.;http://feedproxy.google.com/~r/breitbart/~3/MBTkPPu9uSo/;Breitbart;gun control;right;Non-biased;Expresses writer’s opinion;['leftists']
As part of his plan to protect the commonwealth of Virginia from the spread of the Wuhan coronavirus, Gov. Ralph Northam determined that citizens should not be allowed to attend church or worship services, but are fine travel to an abortion clinic and undergo an elective procedure like surgical abortion.;https://thefederalist.com/2020/03/31/virginia-governor-bans-worship-but-considers-abortions-essential-during-months-long-virus-lockdown/?fbclid=IwAR1sUXV8WlHkPmRP4Szx_Lt6wmsyKxWrj6ml9FM5ENKJTjjwm87zSZ0AU2c#.Xoj74PybzSk.facebook;Federalist;abortion;right;Biased;Expresses writer’s opinion;['Wuhan', 'coronavirus']
As part of Pelosi’s coronavirus plan, House Democrats slipped in multiple measures from their H.R. 1 legislation that would implement nationwide ballot harvesting for federal elections — effectively allowing political operatives to collect and deliver an endless number of absentee ballots from voters.;https://www.breitbart.com/politics/2020/03/23/pelosi-coronavirus-plan-nationwide-ballot-harvesting-for-2020-election/;Breitbart;elections-2020;right;Biased;No agreement;['slipped']
As people sip cafecito and eat croquetas at the landmark restaurant, the buzz here these days is what Cubans say is the alarming rise of Democratic presidential frontrunner Sen. Bernie Sanders, whose unabashed defense of late Cuban dictator Fidel Castro has riled Cuban-Americans who view his comments as a personal attack.;https://www.foxnews.com/politics/bernie-sanders-florida-cuban-venezuelan-voters-socialist;Fox News;immigration;right;Biased;Somewhat factual but also opinionated;['unabashed']
As proof of the racism still inherent in the gay community, Brown pointed to the negative reaction from gay men on social media to moves from dating apps including Grindr this week to remove ethnicity filters in a bid to tackle racism.;https://www.reuters.com/article/us-lgbt-queer-eye/queer-eye-star-karamo-brown-calls-on-lgbt-community-to-out-racism-idUSL8N2DG5LE;Reuters;blm;;Non-biased;Entirely factual;[]
As Santa Claus loads his sleigh led by flying reindeer, climate change proponents are spreading the story of the animals’ plight because of global warming.;https://www.breitbart.com/politics/2019/12/24/report-reindeer-cant-escape-climate-change-scenario-christmas/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;Breitbart;environment;right;Biased;Expresses writer’s opinion;[]
As shocking as it is, even the terrorists of ISIS have been shown for respect for science when it comes to COVID-19 than the Christian Right, American white nationalists and coronavirus truthers. And the more the Christian Right rails against Fauci and social distancing, the more painfully obvious it becomes that they are a white nationalist death cult.;https://www.alternet.org/2020/04/how-the-coronavirus-pandemic-shows-that-christian-white-nationalism-is-a-much-greater-threat-to-the-us-than-radical-islam/;Alternet;white-nationalism;left;Biased;Expresses writer’s opinion;['death', 'cult', 'truthers', 'shocking', 'nationalists', 'coronavirus']
